UrSEC Description,,,,,,,,,,
تشریح,جذبات,صنف,اداکار,اداکار  کاآئی ڈی نمبر,نمونہ کی شکل,نمونہ کی شرح,فارمیٹ,دورانیہ سیکنڈز میں ,فائل کا نام,سیریل نمبر
اچھا نا میں بات کر رہا ہوں نا تم خاموش رہو,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_10,160
اس کی طرف سے بدگمان کرنے کی کوشش نہ کرو مجھے ایسا ویسا نہیں ہے وہ,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_11,161
اب پڑھنے کی تو تم بات ہی نہ کرو نہ اور باقی جو تم نے کچھ کرنا ہو گا شادی کے بعد کرتی رہنا,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_4_12,162
تیری ماں کی وجہ سے میں نے بڑی ذلت اٹھائی ہے رسوائی سمیٹی ہے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_13,163
اب تجھے اس سے ملنے دوں میں اپنی عزت کو نیلام نہیں کر سکتا سمجھی,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_14,164
وضاحت دینی چاہیے مجھے فون لگاو اور بلاو اپنے باپ کو,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_15,165
میرے پاس اتنا وقت نہیں ہے کہ میں تمہاری بیوی اور تمہاری بیٹیوں کے ارمانوں کا سوچوں,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_4_16,166
تمہیں کیا لگتا ہے کہ میں غصے میں ہوں,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_4_17,167
رکھ دو نا نہیں پینا مجھے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_4_18,168
کہا ہے نا کہ نہیں پینا رکھ دو ادھر تمہیں بات سمجھ نہیں اتی ہے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_19,169
اپ اس وقت یہ بات کرنے کا مقصد,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_4_20,170
اف اس میں کہاں مجھے تو نظر نہیں ارہے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_4_21,171
ظفر ظاہر ہے جب مالک لیٹ ائے گا تو سٹاف لیٹ آے گا نہ,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_4_22,172
ظفر کیا کر رہے ہو تم  کوئی چھٹی پہ ہے کوئی لیٹ ا رہا ہے ایسے کیسے چلے گا افس کا نظام,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,6,1_0_4_23,173
یہ جو روپے پیسے کی چوری ہوتی ہے نا یہ تو معمولی بات ہے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_24,174
تو کیا کرتا کوئی تھا بھروسے  والا,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_4_25,175
اپا کہا نا وہ بزی ہے فارغ ہوگا تو  ا جائے گا,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_26,176
نیلم بھتیجی ہے تمہاری اس کی شادی میں انے کا دل نہیں تھا تمہارا,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_27,177
میرا اپنا مطلب ایا تو میں بدر کو گیتی کا شوہر اور اپنا داماد تسلیم کرلوں,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_4_28,178
جہاں ارا کے در پر چلا جاؤں اپنی بیٹی واپس لانے کے لیے بھیک مانگوں اس س,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_29,179
کیسے بھول سکتا ہوں میں ایک بیٹی کو جنم دینے باوجود تم نے کبھی ماں کے فرائض ادا ہی نہیں کیے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,8,1_0_4_30,180
زندگی تو میری برباد کر گی تم,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_31,181
ارے شکر کریں اپا منور نے اس پر ایف ائی ار نہیں کٹوائی,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_32,182
تم یہاں کیا کرنے ائے ہو میں نہیں مانتا,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_33,183
اگر اس کی جگہ یہ جرم کسی اور نے کیا ہوتا نا تو اب تک اس کا پرچہ کٹ گیا ہوتا تو اس کو سزا مل گئی ہوتی,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_4_34,184
بھول جاؤ ان زمینوں کو ائندہ محتاط رہنا زبان دی ہے میں نے اسے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,6,1_0_4_35,185
پتہ نہیں تمہاری وجہ سے اور مجھے کتنا خوار ہونا پڑے گا,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_36,186
کبھی تھانہ کچہری تمہیں جیل سے نکالنے کے لیے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_37,187
اب وہ جو جو تین بندہ کا الزام لگایا تم پر جو کچھ عرصہ پہلے غلام تھے تمہارے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,6,1_0_4_38,188
انتظار تو تم نے اس رات بھی نہیں کیا جس رات عورتیں انتظار کرتی ہیں,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_39,189
تنگ ا گئی ہو تو پھر ہم دونوں ایک ساتھ میں کیوں ہیں,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_40,190
اور تم تو جیسے ہر وقت اس کے  کندھے کے ساتھ کندھا ملا کر بیٹھے رہتی ہو,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_41,191
ہاں نا کہہ دیا نا تمہیں کلی ای میل کرو مجھے سارا کچھ,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_42,192
ارے بابا میں اتنا عرصہ باہر رہ کے ایا ہوں اور تم نے ابھی تک اس سے بات نہیں کی,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_43,193
یہ صبح صبح تم کیا باتیں لے کر بیٹھ جاتی ہوں میرے ساتھ,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_4_44,194
کیا بے وقوفوں والی باتیں کر رہی ہوں تم,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_4_45,195
کم از کم اس لڑکے کی حقیقت تو ہمارے سامنے اگئی ہے نا,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_46,196
پاگل لڑکی ہے بے وقوف,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_4_47,197
وہ تمہارے بارے اتنی بڑی بات کر رہا تھا تو کیا میں برداشت کر سکتا تھا,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_4_48,198
جاؤ تم لوگ بعد میں بات کروں گا تم سے نکمے کہیں کے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_4_49,199
جاؤ تم لوگ بعد میں بات کروں گا تم سے نکمے کہیں کے,ناگواری,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_4_50,200
بتاؤ بیٹا کیا چاہیے تمہیں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_01,201
مہمان اگئے کون کون اگیا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_02,202
ارے اپا شکریہ,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_03,203
اپ کے ہاتھوں کی لسی کی تو بات ہی کچھ اور ہے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_04,204
اکیلی ائی ہو حسان نہیں ایا اؤ اؤ اؤ,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_05,205
جب زبان ساتھ دینے لگے تو ضرور کہنا مجھے اچھا لگے گا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_5_06,206
ہاں بدر ہے نا اب افس میں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_5_07,207
بس اب تھوڑی دیر کے لیے جاتا ہوں پھر واپس ا جاتا ہوں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_08,208
کیا بنا رہی ہو اج کھانے میں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_09,209
بتاؤ نا کیا بنا رہی ہو,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_10,210
اج میں کوئی پرہیزی کھانا نہیں کھاؤں گا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_11,211
ھممم کچھ اچھا سا بناؤ تم,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_12,212
اااا  مثلا وہ جو تم بناتی ہو پالک پنیر چکن روسٹ  اور وہ کیا ایک  اور ڈش,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,6,1_0_5_13,213
پسند بدل جاتی ہے بھائی  نہیں دل کرتا کسی وقت,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_5_14,214
پرہیزی کھانا کھا کھا کے میرا دل خراب ہو رہا ہے اج تم اچھا سا بنا ہو بس,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_5_15,215
اماں اب میں ٹھیک ہوں نا کچھ نہیں ہوتا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_16,216
پھر اج تو تمہیں خوش ہونا چاہیے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_17,217
اب تم نے بالکل رونا وونا نہیں ہے پرانی باتوں کو بھول جاؤ ہم نے بھی بھلا دی ہیں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_5_18,218
اسی لیے تو جا رہا ہوں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_19,219
ضرور مجھے مس کر رہی ہوگی تم ہے نا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_20,220
ہا اچھا اچھا اوکے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_21,221
بھائی ہماری ڈارلنگ نے کہہ دیا تو کہہ دیا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_5_22,222
مجھے کیا ضرورت ہے بیٹی کے سامنے نمبر بنانے کی,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_23,223
اج ہی افس انے کی بات ہوئی اور اج ا بھی گئی ہے بیٹھو نہ بیٹھو,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_5_24,224
اس سے بھی دیکھ لیتے ہیں بھائی کون ہے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_25,225
بڑی ایفیشنٹ ہو گئی ہے میری بیٹی,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_5_26,226
کافی بریلینٹ لگتا ہے کافی اچھی پرسنٹیج دی ہے ہر سال اس نے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_27,227
جو حکم سرکار,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_28,228
یہ بتاؤ چائے پیو گی یا کافی,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_29,229
ہا ہا ہا ہا ہا ہا خوش,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_30,230
ویسے عجیب بات ہے خوش ہو کر بھی شکل سے خوش نہیں لگتی ہو تم,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_5_31,231
اچھا بہرحال چھوڑو ایک کام کرو میں تو کہتا ہوں لڑکے کو کسی دن چائے پر بلا لیتے ہیں کیسے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_5_32,232
اؤ اؤ ڈارلنگ کیسی ہے میری بچی,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_5_33,233
ابھی ہم تمہارا ہی ذکر کر رہے تھے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_34,234
اچھا نہ چھوڑو ان باتوں کو کچھ سوچ رہا تھا او بیٹھ کر ڈسکس کرتے ہیں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_5_35,235
بھائی میں یہ سوچ رہا ہوں کہ ہم  اؤٹنگ پلان کریں اور ٹرپ رکھتے ہیں کوئی لاہور کا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,7,1_0_5_36,236
ا کیا کہتی ہو تم فرانس یا ٹرکی,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_5_37,237
میں یوں کروں گا نا کہ کچھ عرصے کے لیے بزنس فون پر مینج کر لوں گا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,6,1_0_5_38,238
دیکھا دیکھا میری بیٹی میری مجبوری کو کیسے سمجھتی ہے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_5_39,239
ظاہر ہے اتنا اہم مہمان ا رہا ہے تو اس سے ملنا تو ہے نا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_5_40,240
میں اسے جانتا ہوں کون ہے وہ,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_41,241
نئی نہ شانزے بتاؤ نا مجھے کہ کون ہے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_42,242
سنو ایک ائیڈیا ایا ہے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_43,243
ایسا کرتے ہیں اور اس کے پیرنٹس کو گھر انوائٹ کر لیتے ہیں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_44,244
ہماری ملاقات ہو جائے گی شانزے تو ان سے پہلے ہی مل چکی ہے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_5_45,245
شانزے سو رہی ہے کیا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_46,246
مانتے ہیں اس چیز کو کہ ہم بوڑھے ہو گئے ہیں,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_47,247
یہ اپنا بچپنا دکھا رہی ہے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_48,248
ایک بات ہے کہ ہم میں صبر ہے,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_5_49,249
شکر ہے اللہ کا میں کبھی پکڑا نہیں گیا,خوشی,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_5_50,250
بیٹا اس کے لیے یہ بالکل نیا ماحول ہے تھوڑا برداشت کرو,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_6_01,251
یہ چیک لے جاؤ بینک سے پیسے نکلوا لینا اور شاباش دھیان سے اور جلدی کام کیا کرو,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,6,1_0_6_02,252
میں ذرا زمینوں پہ جا رہا ہوں منشی کا صبح سے کافی دفعہ فون ا چکا ہے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_03,253
احسان بھائی کے کراچی والے ڈریس پہ بھجوا دو,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_6_04,254
اپا میں سوچ رہا تھا ولیمے پہ تو جا ہی رہے ہیں,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_05,255
اپا  گھر کی بات ہے تیاری کیا کرنی ہے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_06,256
سدھر جائے گی اپا ایک بار شادی ہو گئی نہ تو ٹھیک ہو جائی گی,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_6_07,257
بہت شکریہ اپا بھائی کا مان رکھنے کا,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_08,258
ارے بس بھابھی  ہم ذرا پرانے خیالات کے لوگ ہیں بہن بیٹی کے گھر انا مناسب نہیں سمجھتے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,5,1_0_6_09,259
اپ کے اصرار پر دوپہر کا کھانا کھا لیا ہے وہی بہت ہے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_10,260
جی اپا اپ بتائیں کہ  اپ کیا چاہتی ہیں,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_6_11,261
کافی بہتر محسوس کر رہا ہوں,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_6_12,262
سب کچھ تو سنبھال لیا ہے تم نے مجھے کافی تسلی ہو گئی ہے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_6_13,263
ٹھیک ہے منور جو تمہارا دل چاہے تم وہ کرو,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_6_14,264
یہ بتاؤ کوئی پیسوں ویسوں کی ضرورت ہے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_6_15,265
اب اپ جلدی سے ٹھیک ہو اور افس ا کر جوائن کرو,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_16,266
کسی کے جانے سے زندگی رک نہیں جاتی,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_6_17,267
یہ بتاؤ تم لوگوں نے نیلم کی رخصتی کا کیا سوچا ہے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_6_18,268
تاریخ دے دو انہیں منور جو کام ہو جائے وہ اچھا ہے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_19,269
نبیل صاحب اپ یہ بتائیں افس میں کوئی پریشانی تو نہیں ہوئی اپ کو,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,4,1_0_6_20,270
بہرحال تم اپنی تفشیش جاری رکھو ڈھونڈو اسے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_21,271
میرا جہاں تک خیال ہے کہ وہ ملیشیا نہیں گیا کہیں اور گیا ہے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,3,1_0_6_22,272
یہ تو بہت اچھا کیا ہے تم نے,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,1,1_0_6_23,273
اچھا ٹھیک ہے میں بدر سے کہہ دوں گا وہ لے جائے گا اپ لوگوں کو,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_6_24,274
میں ہر رشتوں کو اس کے مقام پر دیکھنا چاہتا ہوں اپا,غیر جانبدار,مرد,محمود اسلم,1,32-Bit Float,41100 Hz,WAV,2,1_0_6_25,275
